movie,certificate
The Red Shoes,Not Rated
Sling Blade,R
The Wild Bunch,R
Johnny Gaddaar,Not Rated
Kin-dza-dza!,PG-13
Little Women,PG
The Outlaw Josey Wales,PG
Burnt by the Sun,R
Roma,R
Love Actually,R
The Bridges of Madison County,PG-13
25th Hour,R
Better Days,
Chup,Not Rated
BlacKkKlansman,R
The Hunt for Red October,PG
Waves,R
New World,Not Rated
Tanhaji: The Unsung Warrior,Not Rated
Jolly LLB,Not Rated
Hacivat KaragÃ¶z Neden Ã–ldÃ¼rÃ¼ldÃ¼?,
Uncut Gems,R
Miracle,PG
Lone Star,R
The Princess and the Warrior,R
It,R
The 12th Man,Unrated
The Killing of a Chinese Bookie,R
The Little Mermaid,PG
The Rainmaker,PG-13
Melancholia,R
Flags of Our Fathers,R
The Hater,TV-MA
The Connection,R
Karthik Calling Karthik,Not Rated
The Woman King,PG-13
Solo: A Star Wars Story,PG-13
Haseen Dillruba,TV-MA
Gainsbourg: A Heroic Life,Not Rated
Rent,PG-13
I'm Not There,R
The Thieves,Not Rated
Che: Part Two,Not Rated
The New World,PG-13
Conspiracy Theory,R
The Robe,Approved
Hamlet,PG
The Lovely Bones,PG-13
The Bourne Legacy,PG-13
Yashoda,
Bamboozled,R
Malang,Not Rated
Tin Cup,R
Proof of Life,R
Evita,PG
Love,TV-MA
Speed Racer,PG
Downsizing,R
Samrat Prithviraj,
Singh Is King,Not Rated
The Core,PG-13
The Scarlet Letter,R
Fullmetal Alchemist,TV-14
Jai Ho,Not Rated
Kaun Pravin Tambe?,
12 Years a Slave,R
The Tashkent Files,Not Rated
Udaan,Not Rated
What Ever Happened to Baby Jane?,Passed
The Hustler,Not Rated
Bohemian Rhapsody,PG-13
The Lion in Winter,PG
In Cold Blood,R
Captain Phillips,PG-13
The Remains of the Day,PG
English Vinglish,Not Rated
Brokeback Mountain,R
Happiness,NC-17
Sergeant York,Passed
Fury,R
Lost Highway,R
Only the Brave,PG-13
Victor/Victoria,PG
Mrs. Miniver,Not Rated
Stalingrad,Not Rated
Rurouni Kenshin: The Legend Ends,TV-MA
X2: X-Men United,PG-13
The Swimmers,PG-13
Mudbound,R
Pollyanna,Approved
Rurouni Kenshin Part I: Origins,TV-MA
The Cowboys,GP
Les MisÃ©rables,PG-13
Badlapur,Not Rated
Once Upon a Time in Mumbaai,Not Rated
Dungeons & Dragons: Honor Among Thieves,PG-13
Black Panther,PG-13
Cruella,PG-13
The Conjuring 2,R
Snowden,R
Twin Peaks: Fire Walk with Me,R
Invictus,PG-13
Barney's Version,R
Coming Soon,
Hostiles,R
State of Grace,R
Che: Part One,Not Rated
The Apostle,PG-13
Once Upon a Time in China,R
Race,PG-13
Thirst,R
On the Beach,Approved
The Chase,Passed
The Aura,Not Rated
Foxcatcher,R
Kundun,PG-13
Grand Canyon,R
Jersey Boys,R
The Wild Geese,R
Year of the Dragon,R
Good Newwz,Not Rated
Black Widow,PG-13
Merantau,R
I'm Thinking of Ending Things,R
Fame,R
Fantastic Beasts: The Crimes of Grindelwald,PG-13
Tale of Tales,R
The Producers,PG-13
This Is 40,R
Amsterdam,R
Never Say Never Again,PG
Sphere,PG-13
Windtalkers,R
First Knight,PG-13
King Kong,PG
The Kissing Booth 2,TV-14
The Wiz,G
Dreamcatcher,R
Kabzaa,Not Rated
One Flew Over the Cuckoo's Nest,R
Harakiri,Not Rated
To Live,Not Rated
In the Name of the Father,R
Rain Man,R
The Blues Brothers,R
Rogue One: A Star Wars Story,PG-13
Red River,Passed
The Train,Not Rated
Oasis,
City of Life and Death,R
The Women,Not Rated
Moneyball,PG-13
Creed,PG-13
A Very Long Engagement,R
Highway,Not Rated
Madaari,Not Rated
Legends of the Fall,R
The Hate U Give,PG-13
Quiz Show,PG-13
"Hush...Hush, Sweet Charlotte",Not Rated
As It Is in Heaven,Not Rated
Spider-Man: Homecoming,PG-13
The King and I,G
Mesrine: Public Enemy No. 1,R
The Ballad of Buster Scruggs,R
American Sniper,R
The Next Three Days,PG-13
Patriots Day,R
Across the Universe,PG-13
The Way Back,PG-13
The Best of Enemies,PG-13
Psycho Raman,Not Rated
Bala,Not Rated
Papillon,R
Silverado,PG-13
The Light Between Oceans,PG-13
Broadcast News,R
Business Man,Not Rated
Licorice Pizza,R
Michael Collins,R
Before Night Falls,R
Khuda Haafiz,TV-MA
Paa,
Everybody Knows,R
The Ninth Gate,R
Brideshead Revisited,PG-13
Licence to Kill,PG-13
Yentl,PG
Darlings,TV-14
Executive Decision,R
Assassins,R
Norwegian Wood,Not Rated
Wall Street: Money Never Sleeps,PG-13
Die Another Day,PG-13
The Promise,PG-13
Humpty Sharma Ki Dulhania,Not Rated
Eat Pray Love,PG-13
Blackhat,R
Random Hearts,R
Ready to Wear,R
Torbaaz,TV-MA
Parasite,R
Jaane Bhi Do Yaaro,Not Rated
V for Vendetta,R
Die Hard,R
For a Few Dollars More,R
Miracle in Cell No. 7,TV-14
Memories of Murder,Not Rated
Million Dollar Baby,PG-13
Talvar,Not Rated
Iqbal,Not Rated
Maqbool,Not Rated
X-Men: Days of Future Past,PG-13
Sirf Ek Bandaa Kaafi Hai,
Brazil,R
Mimi,TV-14
La Grande Vadrouille,G
Call Me by Your Name,R
Hindi Medium,Not Rated
Star Trek Into Darkness,PG-13
The Unknown Soldier,
Twelve O'Clock High,Not Rated
Kapoor & Sons,Not Rated
I Am Sam,PG-13
Mutiny on the Bounty,Passed
Lost Horizon,Approved
Miss Sloane,R
Lootcase,
Mission: Impossible - Ghost Protocol,PG-13
Shang-Chi and the Legend of the Ten Rings,PG-13
Terms of Endearment,PG
Dolores Claiborne,R
Life in a Metro,
Enemy of the State,R
Let the Bullets Fly,Not Rated
The Suicide Squad,R
The Equalizer,R
Fantastic Beasts and Where to Find Them,PG-13
Vice,R
The Butler,PG-13
An Officer and a Spy,
In Your Name,Not Rated
Amen.,Not Rated
Bone Tomahawk,Not Rated
Brawl in Cell Block 99,Not Rated
Queen & Slim,R
Nicholas Nickleby,PG
Shazam!,PG-13
The Bounty,PG
Dream Girl,Not Rated
The Lady,R
Aashiqui 2,Not Rated
The Magnificent Seven,PG-13
Legend,R
A Knight's Tale,PG-13
The Highwaymen,R
Bicentennial Man,PG
The Battle of Britain,G
All the Money in the World,R
The Prince of Tides,R
Hit: The First Case,
Brooklyn's Finest,R
Midway,PG
John Carter,PG-13
The Great Raid,R
Jungle Fever,R
The Man in the Iron Mask,PG-13
The Four Feathers,PG-13
Riding in Cars with Boys,PG-13
Head in the Clouds,R
Need for Speed,PG-13
Lust Stories 2,TV-MA
Urban Cowboy,PG
Shining Through,R
Day Watch,R
The Shack,PG-13
The Man Who Killed Don Quixote,Not Rated
Emancipation,R
The Lord of the Rings,PG
Godzilla: King of the Monsters,PG-13
Miami Vice,R
Attraction,R
Ek Tha Tiger,Not Rated
Le Trou,Not Rated
The Wages of Fear,Not Rated
Who's Afraid of Virginia Woolf?,Not Rated
Thiruchitrambalam,
Sound of Freedom,PG-13
The Best Offer,R
Law of Tehran,
The Count of Monte Cristo,PG-13
X: First Class,PG-13
Naked,Not Rated
Enemy at the Gates,R
The Hurt Locker,R
The Piano Teacher,R
Richard Jewell,R
The Book Thief,PG-13
Tell No One,Not Rated
Mission: Impossible - Rogue Nation,PG-13
Erin Brockovich,R
In the Bedroom,R
Shadowlands,PG
Bacurau,Not Rated
The Last Metro,PG
The Andromeda Strain,G
Silkwood,R
Brubaker,R
We Are Marshall,PG
The Merchant of Venice,R
The Stunt Man,R
Pacific Rim,PG-13
National Treasure,PG
The Last Castle,R
Bones and All,R
Hannibal,R
Mank,R
The Falcon and the Snowman,R
Shaolin,R
Sherni,
Benedetta,Unrated
Octopussy,PG
U.S. Marshals,PG-13
Being the Ricardos,R
Savages,R
Spanglish,PG-13
The King's Man,R
White House Down,PG-13
Maze Runner: The Scorch Trials,PG-13
A View to a Kill,PG
Van Helsing,PG-13
Captain Corelli's Mandolin,R
Battleship,PG-13
Stalingrad,R
Casino Royale,Approved
City of God,R
It's a Wonderful Life,PG
The Prestige,PG-13
Green Book,PG-13
Unforgiven,R
Chinatown,R
Champion,
Harry Potter and the Deathly Hallows: Part 2,PG-13
Rebecca,Approved
A Silent Voice: The Movie,Not Rated
Dara of Jasenovac,R
Article 15,Not Rated
Bombay,Not Rated
Departures,PG-13
The Blue Elephant 2,
Charlie,
Knives Out,PG-13
Being There,PG
Thor: Ragnarok,PG-13
Airlift,Not Rated
South Wind,
The Big Short,R
Tombstone,R
The Fugitive,PG-13
Fried Green Tomatoes,PG-13
Serpico,R
The Name of the Rose,R
The Past,PG-13
Dawn of the Planet of the Apes,PG-13
Bad Genius,TV-MA
The Red Violin,R
Madras Cafe,Not Rated
Thelma & Louise,R
The Life of David Gale,R
To Strike,
John Wick: Chapter 3 - Parabellum,R
Mud,PG-13
Phantom Thread,R
Death in Venice,GP
Suburra,
Faces,R
Kaminey,Not Rated
Fast Five,PG-13
Dogma,R
The People vs. Larry Flynt,R
The Hand of God,R
Till,PG-13
GoldenEye,PG-13
The Good the Bad the Weird,R
Flame & Citron,Not Rated
Beanpole,Unrated
The Express,PG
Iron Man Three,PG-13
Creed II,PG-13
Red Rocket,R
Elle,R
Marnie,PG
An Action Hero,
La Grande Bouffe,NC-17
Love in the Afternoon,Not Rated
A Touch of Sin,Not Rated
Jack Reacher,PG-13
Furious 6,PG-13
The Odessa File,PG
Thunderball,PG
Nope,R
Munich: The Edge of War,PG-13
Heartbreak Ridge,R
Oliver Twist,PG-13
Anonymous,PG-13
Paris,R
The Reluctant Fundamentalist,R
The Living Daylights,PG
Mary Poppins Returns,PG
Ghosts of Mississippi,PG-13
Prizzi's Honor,R
Mo' Better Blues,R
The Green Knight,R
What Lies Beneath,PG-13
Dreamgirls,PG-13
Pride and Glory,R
The Balkan Line,
Day of the Falcon,R
The Perfect Storm,PG-13
12 Strong,R
Space Cowboys,PG-13
Last Action Hero,PG-13
The Medium,Not Rated
In Her Shoes,PG-13
The Grandmaster,PG-13
Mission Mangal,Not Rated
The Mummy Returns,PG-13
Tomorrowland,PG
The Hot Spot,R
Baby Boy,R
Oz the Great and Powerful,PG
Apostle,TV-MA
Hoodlum,R
Shazam! Fury of the Gods,PG-13
The Prom,PG-13
The Mortal Instruments: City of Bones,PG-13
Lost in Space,PG-13
Sandy Wexler,TV-14
Moonfall,PG-13
The Secret in Their Eyes,R
Shahid,Not Rated
Spotlight,R
Raging Bull,R
The Grapes of Wrath,Passed
Mr. Smith Goes to Washington,Passed
The Twilight Samurai,
12 Monkeys,R
C.R.A.Z.Y.,Not Rated
Pride & Prejudice,PG
The Man Who Would Be King,PG
"They Shoot Horses, Don't They?",M
In This Corner (and Other Corners) of the World,PG-13
Kingsman: The Secret Service,R
Primal Fear,R
The Game,R
The Trial of the Chicago 7,R
The Verdict,R
The Quiet Man,Passed
Mother,R
Night on Earth,R
Inside Man,R
The Blind Side,PG-13
Peppermint Candy,Not Rated
Parmanu: The Story of Pokhran,Not Rated
Sympathy for Mr. Vengeance,R
Spider-Man: Far from Home,PG-13
The Mauritanian,R
Sherlock Holmes: A Game of Shadows,PG-13
The Constant Gardener,R
"McFarland, USA",PG
2046,R
"Monica, O My Darling",TV-MA
The Bad Seed,Approved
Another Year,PG-13
Starship Troopers,R
She Said,R
Lorenzo's Oil,PG-13
Bullhead,R
Rashmi Rocket,
Gunda,Not Rated
The Parent Trap,Passed
Broker,R
Men of Honor,R
Testament of Youth,PG-13
Black Box,
Beauty and the Beast,PG
The Girl Who Played with Fire,R
Mission Majnu,TV-MA
Journey to the Center of the Earth,Approved
Ichi the Killer,R
Gorillas in the Mist,PG-13
Conan the Barbarian,R
Last Tango in Paris,NC-17
Knocked Up,R
Extremely Loud & Incredibly Close,PG-13
Courageous,PG-13
Gozu,R
Bhoot Police,
Enola Holmes 2,PG-13
Widows,R
Fellini Satyricon,R
The Matrix Revolutions,R
Machine Gun Preacher,R
Glass,PG-13
Anna Karenina,R
The Manchurian Candidate,R
Mommie Dearest,R
White Squall,PG-13
The Red Sea Diving Resort,TV-MA
Dhoom,Not Rated
Pirates of the Caribbean: Dead Men Tell No Tales,PG-13
The Lost World: Jurassic Park,PG-13
The Cotton Club,R
Hereafter,PG-13
The Villain,Not Rated
Luther: The Fallen Sun,R
Pain & Gain,R
Now You See Me 2,PG-13
He's Just Not That Into You,PG-13
Live by Night,R
The Eiger Sanction,Approved
The Other Sister,PG-13
The Invisible Guardian,
Tom Jones,Not Rated
The Bodyguard,R
W.,PG-13
Rising Sun,R
Bruised,R
Billa 2,Not Rated
World Trade Center,PG-13
Wuthering Heights,Not Rated
The Legend of Zorro,PG
Song to Song,R
Samurai Rebellion,Not Rated
Dead Poets Society,PG
Inherit the Wind,Passed
The Bandit,Not Rated
La La Land,PG-13
Wings of Desire,PG-13
Nefes: Vatan Sagolsun,
Ugly,Not Rated
The Worst Person in the World,R
Mississippi Burning,R
The Magnificent Seven,Approved
Hard Boiled,R
A Thursday,
Sherlock Holmes,PG-13
Die Hard with a Vengeance,R
The Kite Runner,PG-13
The Pride of the Yankees,Approved
Tanu Weds Manu Returns,Not Rated
42,PG-13
Milk,R
Selma,PG-13
Happy as Lazzaro,PG-13
Stree,Not Rated
All or Nothing,R
The Class,PG-13
Bram Stoker's Dracula,R
The Terminal,PG-13
True Grit,G
Mirage,TV-MA
Fort Apache,Passed
The American Friend,Not Rated
Neredesin Firuze,
A League of Their Own,PG
Cape Fear,R
The Accountant,R
Graduation,R
Breakfast on Pluto,R
In the Line of Fire,R
Murder on the Orient Express,PG
The Ghost Writer,PG-13
Modigliani,R
Live Free or Die Hard,PG-13
Alive,R
The Admiral: Roaring Currents,Not Rated
Namastey London,
Gabbar Is Back,Not Rated
A Good Person,R
Body of Lies,R
Sex and LucÃ­a,R
Aladdin,PG
Syriana,R
Clockers,R
The Barefoot Contessa,Not Rated
The Girl in the Fog,PG-13
Azumi,Not Rated
Love Aaj Kal,Not Rated
Something's Gotta Give,PG-13
Gorky Park,R
The Parent Trap,PG
The Pale Blue Eye,R
Operation Mincemeat,PG-13
Torn Curtain,PG
Higher Learning,R
The World Is Not Enough,PG-13
Rules of Engagement,R
The Interpreter,PG-13
Keeping the Faith,PG-13
The Little Things,R
Pete's Dragon,G
Great Expectations,PG-13
Terminator: Dark Fate,R
47 Ronin,PG-13
Renaissance Man,PG-13
The Fifth Estate,R
6 Underground,R
Mortal Engines,PG-13
Disclosure,R
Jurassic World: Fallen Kingdom,PG-13
All the King's Men,PG-13
Jobs,PG-13
At First Sight,PG-13
Against All Odds,R
Empire of the Wolves,R
Queen of the Desert,PG-13
USS Indianapolis: Men of Courage,R
Showgirls,NC-17
Se7en,R
Jurassic Park,PG-13
Indiana Jones and the Last Crusade,PG-13
Z,M/PG
Cool Hand Luke,GP
Miracle in Cell No. 7,
"Black Cat, White Cat",R
G.O.R.A.,
Star Trek,PG-13
Life of Pi,PG
Amour,PG-13
Hidden Figures,PG
Dawn of the Dead,Unrated
Ed Wood,R
The World's Fastest Indian,PG-13
Donnie Brasco,R
Stardust,PG-13
Moulin Rouge!,PG-13
Loveless,R
The Sea Hawk,Approved
Spider-Man 2,PG-13
The Wind that Shakes the Barley,Not Rated
Sideways,R
Deep Red,R
A Hero,PG-13
Our Little Sister,PG
Persian Lessons,
Holding the Man,Unrated
The Edukators,R
Bullet Train,R
Hereditary,R
Coming Home,R
"Girl, Interrupted",R
Twice Born,R
Polisse,Not Rated
A.R.O.G,TV-G
The Passion of the Christ,R
"20,000 Leagues Under the Sea",G
Broken Embraces,R
Queen of Hearts,Not Rated
Ghost,PG-13
The Glass Castle,PG-13
Real Steel,PG-13
Runaway Jury,PG-13
Trial by Fire,R
Agora,R
State of Play,PG-13
The Power of One,PG-13
May God Save Us,TV-MA
Basic Instinct,R
Death Proof,R
Tinker Tailor Soldier Spy,R
Maverick,PG
The Infiltrator,R
The Zookeeper's Wife,PG-13
The Rookie,G
Presumed Innocent,R
The 33,PG-13
One True Thing,R
Superman II,PG
Selena,PG
Tetro,R
Miss Peregrine's Home for Peculiar Children,PG-13
For Your Eyes Only,PG
Mili,
Snow Falling on Cedars,PG-13
Jungle Cruise,PG-13
Annie,PG
Spirited,PG-13
Lethal Weapon 4,R
Outbreak,R
True Crime,R
Ocean's Eleven,Approved
Blood Ties,R
Army of Thieves,TV-MA
What Women Want,PG-13
Beyond Borders,R
Death on the Nile,PG-13
Sabrina,PG
Transformers: Rise of the Beasts,PG-13
Snow White and the Huntsman,PG-13
The Blackout,TV-MA
Wasp Network,TV-MA
Domino,R
Chi-Raq,R
Dragon Blade,R
Rules Don't Apply,PG-13
Gods of Egypt,PG-13
Jupiter Ascending,PG-13
Capernaum,R
Ordet,Not Rated
The Treasure of the Sierra Madre,Passed
A Face in the Crowd,Approved
The Hidden Fortress,Not Rated
Her,R
The Sea Inside,PG-13
My Grandfather's People,
Iron Man,PG-13
The Manchurian Candidate,PG-13
You Can't Take It with You,Passed
Vicky Donor,Not Rated
The Fault in Our Stars,PG-13
The Wind Rises,PG-13
The Motorcycle Diaries,R
L'Eclisse,Not Rated
The Fifth Element,PG-13
Dark Waters,PG-13
The Tenant,R
Yankee Doodle Dandy,Passed
A Man Called Otto,PG-13
Batman,PG-13
El Dorado,Passed
Hugo,PG
Midnight Run,R
House of Sand and Fog,R
The Passenger,PG-13
The Great Debaters,PG-13
Death Note,Not Rated
Judas and the Black Messiah,R
The Cider House Rules,PG-13
North Face,Not Rated
Guzaarish,
The Karate Kid,PG
Wall Street,R
North Country,R
Ronia: The Robber's Daughter,
Willow,PG
Mongol: The Rise of Genghis Khan,R
Batman Returns,PG-13
The Mist,R
Snowpiercer,R
Deja Vu,PG-13
McLintock!,Passed
Swiss Family Robinson,G
The Adventures of Baron Munchausen,PG
Sneakers,PG-13
Pieces of a Woman,R
P.S. I Love You,PG-13
The Upside,PG-13
Spy Game,R
The Tribe,Unrated
Going My Way,Passed
The Warlords,R
Mission: Impossible III,PG-13
Doctor Strange in the Multiverse of Madness,PG-13
The Contender,R
The Power of the Dog,R
The Greatest Beer Run Ever,R
Steamboy,PG-13
King Arthur: Legend of the Sword,PG-13
The Wolverine,PG-13
Taps,PG
Flesh+Blood,R
The Legend of Bagger Vance,PG-13
The War,PG-13
Lady Chatterley's Lover,R
The Eyes of Tammy Faye,PG-13
The Mirror Has Two Faces,PG-13
Hollywoodland,R
When a Man Loves a Woman,R
The Missouri Breaks,PG
Instinct,R
The Pillow Book,Not Rated
Bandit,R
Terminator Genisys,PG-13
King Arthur,PG-13
The United States vs. Billie Holiday,R
Luka Chuppi,Not Rated
KokowÃ¤Ã¤h,
Moonraker,PG
Message in a Bottle,PG-13
Dabangg,Not Rated
We Have a Ghost,PG-13
The Expendables 3,PG-13
Mute,TV-MA
Spirited Away,PG
The Great Dictator,G
Ayla: The Daughter of War,
Pather Panchali,Not Rated
OMG: Oh My God!,Not Rated
Raise the Red Lantern,PG
Big Fish,PG-13
Dog Day Afternoon,R
Castle in the Sky,PG
Silenced,Not Rated
Nostalghia,Not Rated
The Chaser,Not Rated
Imitation of Life,Not Rated
Embrace of the Serpent,Not Rated
System Crasher,
Philadelphia,PG-13
The Young Girls of Rochefort,G
Oye Lucky! Lucky Oye!,Not Rated
The Night of the Iguana,Approved
The Two Popes,PG-13
The Lovers on the Bridge,R
Vera Drake,R
Boy A,R
The Town,R
Saving Mr. Banks,PG-13
Life as a House,R
Balloon,PG-13
Dasvi,
Birds of Passage,Not Rated
Darkest Hour,PG-13
Marathon Man,R
The Mission,PG
The Painted Veil,PG-13
Thesis,R
Where the Crawdads Sing,PG-13
Wild at Heart,R
The Misfits,Not Rated
About Schmidt,R
El Topo,Not Rated
The Fortune Cookie,Passed
Mother and Child,R
Mrs. Doubtfire,PG-13
The Witch: Part 1 - The Subversion,Not Rated
Chariots of Fire,PG
The White Tiger,R
Jarhead,R
The Spy Who Loved Me,PG
A Most Violent Year,R
Gridiron Gang,PG-13
The Boys from Brazil,R
Find Me Guilty,R
The Private Life of Sherlock Holmes,PG-13
Russian Dolls,Not Rated
Arif V 216,
Last Flag Flying,R
Three... Extremes,R
Bridesmaids,R
TRON: Legacy,PG
Long Shot,R
Stepmom,PG-13
The Family Man,PG-13
Tristan + Isolde,PG-13
Truth,R
Mammoth,Not Rated
The Old Guard,R
The Man with the Golden Gun,PG
Harriet,PG-13
U Turn,R
The Entity,R
Black Rain,R
Rollerball,Approved
De-Lovely,PG-13
Silent Hill,R
Triple Frontier,R
Ocean's Twelve,PG-13
The Paradine Case,Approved
A Bigger Splash,R
The Company You Keep,R
Black Adam,PG-13
Hart's War,R
Trainwreck,R
Wolf,R
Pinocchio,PG-13
Duplicity,PG-13
G.I. Jane,R
Into the Woods,PG
Medieval,R
The Wandering Earth,TV-MA
Red Tails,PG-13
3000 Miles to Graceland,R
The Host,PG-13
Valentine's Day,PG-13
Hold the Dark,TV-MA
The Delta Force,R
The Bonfire of the Vanities,R
Superman III,PG
Star Wars: Episode V - The Empire Strikes Back,PG
Sansho the Bailiff,Not Rated
The Elephant Man,PG
Jaws,PG
Section 375,Not Rated
Sin City,R
Akira,R
Badhaai Ho,Not Rated
Cabaret,PG
Eat Drink Man Woman,Not Rated
Monsieur Verdoux,Passed
The Caine Mutiny,Not Rated
Ordinary People,R
Fantasia,G
Splendor in the Grass,Not Rated
3 Women,PG
The Salesman,PG-13
Between Family,
The Reader,R
Match Point,R
21 Grams,R
The Bitter Tears of Petra von Kant,Not Rated
Sarkar,Not Rated
The Man Who Copied,R
Blow,R
Pleasantville,PG-13
"Synecdoche, New York",R
The Player,R
"The Cook, the Thief, His Wife & Her Lover",NC-17
Coal Miner's Daughter,PG
Downton Abbey: A New Era,PG
Elizabeth,R
Trumbo,R
Reign Over Me,R
Freddy,
Queen of Katwe,PG
Possession,R
Southpaw,R
The Guernsey Literary and Potato Peel Pie Society,TV-14
Youth,R
Our Friend,R
Labyrinth of Lies,R
Notting Hill,PG-13
Red Dragon,R
The Professor and the Madman,Not Rated
The Best Exotic Marigold Hotel,PG-13
Love & Basketball,PG-13
Quills,R
Magnum Force,R
Operation Petticoat,Approved
Champions,TV-14
The Mummy,PG-13
Ghostbusters: Afterlife,PG-13
Shooter,R
The Invisible Man,R
We Bought a Zoo,PG
Parenthood,PG-13
Allied,R
The Forgotten Battle,TV-MA
Die Hard 2,R
My King,Unrated
Prometheus,R
Oblivion,PG-13
Fallen,R
An Officer and a Gentleman,R
Million Dollar Arm,PG
Captain America: The First Avenger,PG-13
Jurassic World,PG-13
Iron Man 2,PG-13
The French Lieutenant's Woman,R
Towelhead,R
The Score,R
The Pledge,R
The Crucible,PG-13
Clouds of Sils Maria,R
Music of the Heart,PG
Champions,PG-13
Unfaithful,R
Emma.,PG
The Valet,PG-13
Bheed,
Easy Money,R
Bird Box,R
Nymphomaniac: Vol. II,Not Rated
Joy,PG-13
The Villainess,Not Rated
Doctor G,TV-14
The Day After Tomorrow,PG-13
Bad Boys for Life,R
Father Stu,R
Air Force One,R
National Treasure: Book of Secrets,PG
The Punisher,R
The Sum of All Fears,PG-13
The Jackal,R
New York Stories,PG
Mary Queen of Scots,R
Jennifer 8,R
Gulabo Sitabo,
The Five-Year Engagement,R
Revenge,R
Ant-Man and the Wasp: Quantumania,PG-13
Beautiful Creatures,PG-13
Bunraku,R
Up Close & Personal,PG-13
Youth Without Youth,R
Sahara,PG-13
True History of the Kelly Gang,R
On the Road,R
The Peacemaker,R
Pushing Tin,R
Vertical Limit,PG-13
Power Rangers,PG-13
Lucky You,PG-13
Waiting to Exhale,R
Catch and Release,PG-13
Final Analysis,R
xXx,PG-13
Cutthroat Island,PG-13
Play It to the Bone,R
SAS: Red Notice,R
Renegade,R
The Twilight Saga: Eclipse,PG-13
Rush,R
The Man Who Shot Liberty Valance,Approved
A Night to Remember,Not Rated
I Remember,R
The Hill,Approved
The Notebook,PG-13
About Time,R
Atonement,R
All That Jazz,R
Son of the Bride,R
The Theory of Everything,PG-13
Seven Pounds,PG-13
Hotel Mumbai,R
Freedom Writers,PG-13
The Last King of Scotland,R
Mister Roberts,Passed
Piku,Not Rated
The Covenant,R
Interview with the Vampire: The Vampire Chronicles,R
How to Steal a Million,Approved
Santa Sangre,NC-17
Thief,R
The Shape of Water,R
Slap Shot,R
Frida,R
The Way,PG-13
The Getaway,PG
The Walk,PG
Fish Tank,Not Rated
The Collini Case,Not Rated
Only Lovers Left Alive,R
A River Runs Through It,PG
Bad Boys,R
Pay It Forward,PG-13
Waterloo,G
Merry Christmas Mr. Lawrence,R
Secretariat,PG
Private Life,R
The Memory of a Killer,R
Shakespeare in Love,R
Parallel Mothers,R
Concussion,PG-13
Gloria,PG
Orphan,R
The Longest Ride,PG-13
Out of Sight,R
Julie & Julia,PG-13
Beaches,PG-13
Loving,PG-13
Black Mass,R
Set It Off,R
The Eagle Has Landed,PG
New Police Story,R
Jude,R
The Resistance Banker,TV-MA
Captain Marvel,PG-13
21,PG-13
What Happened to Monday,TV-MA
The Outpost,R
The Imaginarium of Doctor Parnassus,PG-13
Capricorn One,PG
Jumanji: The Next Level,PG-13
Warcraft,PG-13
Jason Bourne,PG-13
Enola Holmes,PG-13
The Hunger Games: Mockingjay - Part 1,PG-13
8MM,R
Copycat,R
Luther,PG-13
