title,year,runtime,genre,director,stars,rating,metascore,votes,gross
The Vanishing of Sidney Hall,2017,119,Drama,"['Shawn Christensen', 'Logan Lerman', 'Elle Fanning', 'Kyle Chandler', 'Michelle Monaghan']","['Logan Lerman', 'Elle Fanning', 'Kyle Chandler', 'Michelle Monaghan']",6.8,18,11454,
The Client,1994,119,Crime,"['Joel Schumacher', 'Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro', 'Mary-Louise Parker']","['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro', 'Mary-Louise Parker']",6.7,65,70809,92.12
You've Got Mail,1998,119,Comedy,"['Nora Ephron', 'Tom Hanks', 'Meg Ryan', 'Greg Kinnear', 'Parker Posey']","['Tom Hanks', 'Meg Ryan', 'Greg Kinnear', 'Parker Posey']",6.7,57,222528,115.82
The Exorcism of Emily Rose,2005,119,Drama,"['Scott Derrickson', 'Laura Linney', 'Tom Wilkinson', 'Shohreh Aghdashloo', 'Campbell Scott']","['Laura Linney', 'Tom Wilkinson', 'Shohreh Aghdashloo', 'Campbell Scott']",6.7,46,135422,75.07
Sweet November,2001,119,Drama,"[""Pat O'Connor"", 'Keanu Reeves', 'Charlize Theron', 'Jason Isaacs', 'Greg Germann']","['Keanu Reeves', 'Charlize Theron', 'Jason Isaacs', 'Greg Germann']",6.7,27,92954,25.29
French Connection II,1975,119,Action,"['John Frankenheimer', 'Gene Hackman', 'Fernando Rey', 'Bernard Fresson', 'Philippe Léotard']","['Gene Hackman', 'Fernando Rey', 'Bernard Fresson', 'Philippe Léotard']",6.7,68,19954,12.48
"Mystery, Alaska",1999,119,Comedy,"['Jay Roach', 'Russell Crowe', 'Burt Reynolds', 'Hank Azaria', 'Mary McCormack']","['Russell Crowe', 'Burt Reynolds', 'Hank Azaria', 'Mary McCormack']",6.7,49,27837,8.89
The Beach,2000,119,Adventure,"['Danny Boyle', 'Leonardo DiCaprio', 'Tilda Swinton', 'Daniel York', 'Patcharawan Patarakijjanon']","['Leonardo DiCaprio', 'Tilda Swinton', 'Daniel York', 'Patcharawan Patarakijjanon']",6.6,43,247403,39.79
Maleficent: Mistress of Evil,2019,119,Adventure,"['Joachim Rønning', 'Angelina Jolie', 'Elle Fanning', 'Harris Dickinson', 'Michelle Pfeiffer']","['Angelina Jolie', 'Elle Fanning', 'Harris Dickinson', 'Michelle Pfeiffer']",6.6,43,112901,113.93
The Chronicles of Riddick,2004,119,Action,"['David Twohy', 'Vin Diesel', 'Judi Dench', 'Colm Feore', 'Thandiwe Newton']","['Vin Diesel', 'Judi Dench', 'Colm Feore', 'Thandiwe Newton']",6.6,38,237034,57.76
The Snowtown Murders,2011,119,Biography,"['Justin Kurzel', 'Lucas Pittaway', 'Daniel Henshall', 'Louise Harris', 'Bob Adriaens']","['Lucas Pittaway', 'Daniel Henshall', 'Louise Harris', 'Bob Adriaens']",6.6,66,19953,0.01
The Way of the Gun,2000,119,Action,"['Christopher McQuarrie', 'Ryan Phillippe', 'Benicio Del Toro', 'Juliette Lewis', 'Taye Diggs']","['Ryan Phillippe', 'Benicio Del Toro', 'Juliette Lewis', 'Taye Diggs']",6.6,49,34564,6.06
Light of My Life,2019,119,Drama,"['Casey Affleck', 'Anna Pniowsky', 'Casey Affleck', 'Tom Bower', 'Elisabeth Moss']","['Anna Pniowsky', 'Casey Affleck', 'Tom Bower', 'Elisabeth Moss']",6.6,67,14646,
"Men, Women & Children",2014,119,Comedy,"['Jason Reitman', 'Kaitlyn Dever', 'Rosemarie DeWitt', 'Ansel Elgort', 'Jennifer Garner']","['Kaitlyn Dever', 'Rosemarie DeWitt', 'Ansel Elgort', 'Jennifer Garner']",6.6,38,33163,0.46
One Eight Seven,1997,119,Drama,"['Kevin Reynolds', 'Samuel L. Jackson', 'John Heard', 'Kelly Rowan', 'Clifton Collins Jr.']","['Samuel L. Jackson', 'John Heard', 'Kelly Rowan', 'Clifton Collins Jr.']",6.6,41,24500,5.72
Detective Dee: The Mystery of the Phantom Flame,2010,119,Action,"['Hark Tsui', 'Tony Ka Fai Leung', 'Chao Deng', 'Carina Lau', 'Bingbing Li']","['Tony Ka Fai Leung', 'Chao Deng', 'Carina Lau', 'Bingbing Li']",6.6,75,11641,0.46
To Catch a Killer,2023,119,Action,"['Damián Szifron', 'Shailene Woodley', 'Ben Mendelsohn', 'Jovan Adepo', 'Ralph Ineson']","['Shailene Woodley', 'Ben Mendelsohn', 'Jovan Adepo', 'Ralph Ineson']",6.5,43,19363,
The Sisterhood of the Traveling Pants,2005,119,Comedy,"['Ken Kwapis', 'Amber Tamblyn', 'Alexis Bledel', 'America Ferrera', 'Blake Lively']","['Amber Tamblyn', 'Alexis Bledel', 'America Ferrera', 'Blake Lively']",6.5,66,63340,39.01
Crimson Peak,2015,119,Drama,"['Guillermo del Toro', 'Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston', 'Charlie Hunnam']","['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston', 'Charlie Hunnam']",6.5,66,153887,31.09
Tomorrow Never Dies,1997,119,Action,"['Roger Spottiswoode', 'Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher']","['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher']",6.5,52,200395,125.33
Olympus Has Fallen,2013,119,Action,"['Antoine Fuqua', 'Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett']","['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett']",6.5,41,285586,98.93
Pulse,2001,119,Horror,"['Kiyoshi Kurosawa', 'Haruhiko Katô', 'Kumiko Asô', 'Koyuki', 'Kurume Arisaka']","['Haruhiko Katô', 'Kumiko Asô', 'Koyuki', 'Kurume Arisaka']",6.5,70,23543,0.05
The Fourth Protocol,1987,119,Thriller,"['John Mackenzie', 'Michael Caine', 'Pierce Brosnan', 'Ned Beatty', 'Joanna Cassidy']","['Michael Caine', 'Pierce Brosnan', 'Ned Beatty', 'Joanna Cassidy']",6.5,64,10537,12.42
Hero,1992,119,Comedy,"['Stephen Frears', 'Dustin Hoffman', 'Geena Davis', 'Andy Garcia', 'Joan Cusack']","['Dustin Hoffman', 'Geena Davis', 'Andy Garcia', 'Joan Cusack']",6.5,61,23136,19.51
Greenland,2020,119,Action,"['Ric Roman Waugh', 'Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd', 'Scott Glenn']","['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd', 'Scott Glenn']",6.4,64,125855,
Burlesque,2010,119,Drama,"['Steve Antin', 'Cher', 'Christina Aguilera', 'Alan Cumming', 'Eric Dane']","['Cher', 'Christina Aguilera', 'Alan Cumming', 'Eric Dane']",6.4,47,90233,39.44
Riddick,2013,119,Action,"['David Twohy', 'Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà']","['Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà']",6.4,49,173957,42.03
Enigma,2001,119,Drama,"['Michael Apted', 'Dougray Scott', 'Kate Winslet', 'Saffron Burrows', 'Jeremy Northam']","['Dougray Scott', 'Kate Winslet', 'Saffron Burrows', 'Jeremy Northam']",6.4,64,21610,4.3
The Mothman Prophecies,2002,119,Drama,"['Mark Pellington', 'Richard Gere', 'Laura Linney', 'David Eigenberg', 'Bob Tracey']","['Richard Gere', 'Laura Linney', 'David Eigenberg', 'Bob Tracey']",6.4,52,82874,35.75
The Personal History of David Copperfield,2019,119,Comedy,"['Armando Iannucci', 'Dev Patel', 'Hugh Laurie', 'Tilda Swinton', 'Peter Capaldi']","['Dev Patel', 'Hugh Laurie', 'Tilda Swinton', 'Peter Capaldi']",6.4,77,21488,
Tomb Raider,2018,119,Action,"['Roar Uthaug', 'Alicia Vikander', 'Dominic West', 'Walton Goggins', 'Daniel Wu']","['Alicia Vikander', 'Dominic West', 'Walton Goggins', 'Daniel Wu']",6.3,48,221171,58.25
The Internship,2013,119,Comedy,"['Shawn Levy', 'Vince Vaughn', 'Owen Wilson', 'Rose Byrne', 'Aasif Mandvi']","['Vince Vaughn', 'Owen Wilson', 'Rose Byrne', 'Aasif Mandvi']",6.3,42,210662,44.67
Anchorman 2: The Legend Continues,2013,119,Comedy,"['Adam McKay', 'Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell']","['Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell']",6.3,61,188127,127.35
Paycheck,2003,119,Action,"['John Woo', 'Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Michael C. Hall']","['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Michael C. Hall']",6.3,43,111358,53.79
The Frisco Kid,1979,119,Adventure,"['Robert Aldrich', 'Gene Wilder', 'Harrison Ford', 'Ramon Bieri', 'Val Bisoglio']","['Gene Wilder', 'Harrison Ford', 'Ramon Bieri', 'Val Bisoglio']",6.3,38,11192,9.35
Versus,2000,119,Action,"['Ryûhei Kitamura', 'Tak Sakaguchi', 'Hideo Sakaki', 'Chieko Misaka', 'Kenji Matsuda']","['Tak Sakaguchi', 'Hideo Sakaki', 'Chieko Misaka', 'Kenji Matsuda']",6.3,,13498,
Transcendence,2014,119,Action,"['Wally Pfister', 'Johnny Depp', 'Rebecca Hall', 'Morgan Freeman', 'Cillian Murphy']","['Johnny Depp', 'Rebecca Hall', 'Morgan Freeman', 'Cillian Murphy']",6.2,42,234862,23.02
The Divergent Series: Insurgent,2015,119,Action,"['Robert Schwentke', 'Shailene Woodley', 'Ansel Elgort', 'Theo James', 'Kate Winslet']","['Shailene Woodley', 'Ansel Elgort', 'Theo James', 'Kate Winslet']",6.2,42,247235,130.18
Cold Pursuit,2019,119,Action,"['Hans Petter Moland', 'Liam Neeson', 'Laura Dern', 'Micheál Neeson', 'Michael Eklund']","['Liam Neeson', 'Laura Dern', 'Micheál Neeson', 'Michael Eklund']",6.2,57,73166,32.14
The Sisterhood of the Traveling Pants 2,2008,119,Comedy,"['Sanaa Hamri', 'America Ferrera', 'Alexis Bledel', 'Amber Tamblyn', 'Blake Lively']","['America Ferrera', 'Alexis Bledel', 'Amber Tamblyn', 'Blake Lively']",6.2,63,30210,44.09
W.E.,2011,119,Drama,"['Madonna', 'Abbie Cornish', ""James D'Arcy"", 'Andrea Riseborough', 'Oscar Isaac']","['Abbie Cornish', ""James D'Arcy"", 'Andrea Riseborough', 'Oscar Isaac']",6.2,37,13371,0.58
Intimacy,2001,119,Drama,"['Patrice Chéreau', 'Mark Rylance', 'Kerry Fox', 'Susannah Harker', 'Alastair Galbraith']","['Mark Rylance', 'Kerry Fox', 'Susannah Harker', 'Alastair Galbraith']",6.1,69,12770,0.1
The Rum Diary,2011,119,Comedy,"['Bruce Robinson', 'Johnny Depp', 'Giovanni Ribisi', 'Aaron Eckhart', 'Michael Rispoli']","['Johnny Depp', 'Giovanni Ribisi', 'Aaron Eckhart', 'Michael Rispoli']",6.1,56,106863,13.1
Little Big League,1994,119,Comedy,"['Andrew Scheinman', 'Luke Edwards', 'Timothy Busfield', 'John Ashton', 'Ashley Crow']","['Luke Edwards', 'Timothy Busfield', 'John Ashton', 'Ashley Crow']",6.1,57,11227,12.21
Kandahar,2023,119,Action,"['Ric Roman Waugh', 'Tom Rhys Harries', 'Farhad Bagheri', 'Gerard Butler', 'Mitchell LaFortune']","['Tom Rhys Harries', 'Farhad Bagheri', 'Gerard Butler', 'Mitchell LaFortune']",6,52,16623,
Cowboys & Aliens,2011,119,Action,"['Jon Favreau', 'Daniel Craig', 'Harrison Ford', 'Olivia Wilde', 'Abigail Spencer']","['Daniel Craig', 'Harrison Ford', 'Olivia Wilde', 'Abigail Spencer']",6,50,227515,100.24
Raising Helen,2004,119,Comedy,"['Garry Marshall', 'Kate Hudson', 'John Corbett', 'Joan Cusack', 'Hayden Panettiere']","['Kate Hudson', 'John Corbett', 'Joan Cusack', 'Hayden Panettiere']",6,38,37772,37.49
The Green Hornet,2011,119,Action,"['Michel Gondry', 'Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz']","['Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz']",5.8,39,162984,98.78
Bait,2000,119,Action,"['Antoine Fuqua', 'Jamie Foxx', 'David Morse', 'Robert Pastorelli', 'Doug Hutchison']","['Jamie Foxx', 'David Morse', 'Robert Pastorelli', 'Doug Hutchison']",5.7,39,12930,15.33
Act of Vengeance,2010,119,Action,"['Mahsun Kirmizigül', 'Haluk Bilginer', 'Danny Glover', 'Gina Gershon', 'Mahsun Kirmizigül']","['Haluk Bilginer', 'Danny Glover', 'Gina Gershon', 'Mahsun Kirmizigül']",5.7,,15355,
Disenchanted,2022,119,Animation,"['Adam Shankman', 'Amy Adams', 'Patrick Dempsey', 'Maya Rudolph', 'Gabriella Baldacchino']","['Amy Adams', 'Patrick Dempsey', 'Maya Rudolph', 'Gabriella Baldacchino']",5.6,50,24045,
High-Rise,2015,119,Drama,"['Ben Wheatley', 'Tom Hiddleston', 'Jeremy Irons', 'Sienna Miller', 'Luke Evans']","['Tom Hiddleston', 'Jeremy Irons', 'Sienna Miller', 'Luke Evans']",5.5,65,44179,0.34
In the Cut,2003,119,Mystery,"['Jane Campion', 'Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh', 'Michael Nuccio']","['Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh', 'Michael Nuccio']",5.4,47,25622,4.75
My Mom's New Boyfriend,2008,119,Comedy,"['George Gallo', 'Antonio Banderas', 'Meg Ryan', 'Colin Hanks', 'Selma Blair']","['Antonio Banderas', 'Meg Ryan', 'Colin Hanks', 'Selma Blair']",5.2,,12099,
The Snowman,2017,119,Crime,"['Tomas Alfredson', 'Michael Fassbender', 'Rebecca Ferguson', 'Charlotte Gainsbourg', 'Jonas Karlsson']","['Michael Fassbender', 'Rebecca Ferguson', 'Charlotte Gainsbourg', 'Jonas Karlsson']",5.1,23,69244,6.67
The Silence of the Lambs,1991,118,Crime,"['Jonathan Demme', 'Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']","['Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']",8.6,86,1483496,130.74
Pan's Labyrinth,2006,118,Drama,"['Guillermo del Toro', 'Ivana Baquero', 'Ariadna Gil', 'Sergi López', 'Maribel Verdú']","['Ivana Baquero', 'Ariadna Gil', 'Sergi López', 'Maribel Verdú']",8.2,98,685775,37.63
Room,2015,118,Drama,"['Lenny Abrahamson', 'Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson']","['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson']",8.1,86,435936,14.68
Rififi,1955,118,Crime,"['Jules Dassin', 'Jean Servais', 'Carl Möhner', 'Robert Manuel', 'Janine Darcey']","['Jean Servais', 'Carl Möhner', 'Robert Manuel', 'Janine Darcey']",8.1,97,35882,0.06
The King's Speech,2010,118,Biography,"['Tom Hooper', 'Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']",8,88,695160,138.8
Lion,2016,118,Biography,"['Garth Davis', 'Dev Patel', 'Nicole Kidman', 'Rooney Mara', 'Sunny Pawar']","['Dev Patel', 'Nicole Kidman', 'Rooney Mara', 'Sunny Pawar']",8,69,244159,51.74
The Last Picture Show,1971,118,Drama,"['Peter Bogdanovich', 'Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson']","['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson']",8,93,50493,29.13
Roman Holiday,1953,118,Comedy,"['William Wyler', 'Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power']",8,78,143523,
Arsenic and Old Lace,1944,118,Comedy,"['Frank Capra', 'Cary Grant', 'Priscilla Lane', 'Raymond Massey', 'Jack Carson']","['Cary Grant', 'Priscilla Lane', 'Raymond Massey', 'Jack Carson']",7.9,,73142,
Captain Fantastic,2016,118,Comedy,"['Matt Ross', 'Viggo Mortensen', 'George MacKay', 'Samantha Isler', 'Annalise Basso']","['Viggo Mortensen', 'George MacKay', 'Samantha Isler', 'Annalise Basso']",7.8,72,227498,5.88
Great Expectations,1946,118,Adventure,"['David Lean', 'John Mills', 'Valerie Hobson', 'Tony Wager', 'Jean Simmons']","['John Mills', 'Valerie Hobson', 'Tony Wager', 'Jean Simmons']",7.8,90,25582,
East of Eden,1955,118,Drama,"['Elia Kazan', 'James Dean', 'Raymond Massey', 'Julie Harris', 'Burl Ives']","['James Dean', 'Raymond Massey', 'Julie Harris', 'Burl Ives']",7.8,72,47540,
Seven Days in May,1964,118,Drama,"['John Frankenheimer', 'Burt Lancaster', 'Kirk Douglas', 'Fredric March', 'Ava Gardner']","['Burt Lancaster', 'Kirk Douglas', 'Fredric March', 'Ava Gardner']",7.8,73,16656,7.96
Badla,2019,118,Crime,"['Sujoy Ghosh', 'Amitabh Bachchan', 'Taapsee Pannu', 'Manav Kaul', 'Mark Mansfield']","['Amitabh Bachchan', 'Taapsee Pannu', 'Manav Kaul', 'Mark Mansfield']",7.8,,29733,1.86
The Bad and the Beautiful,1952,118,Drama,"['Vincente Minnelli', 'Lana Turner', 'Kirk Douglas', 'Walter Pidgeon', 'Dick Powell']","['Lana Turner', 'Kirk Douglas', 'Walter Pidgeon', 'Dick Powell']",7.8,86,15858,
What's Eating Gilbert Grape,1993,118,Drama,"['Lasse Hallström', 'Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']","['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']",7.7,73,246164,9.17
Purple Noon,1960,118,Crime,"['René Clément', 'Alain Delon', 'Maurice Ronet', 'Marie Laforêt', 'Erno Crisa']","['Alain Delon', 'Maurice Ronet', 'Marie Laforêt', 'Erno Crisa']",7.7,,18016,
How Green Was My Valley,1941,118,Drama,"['John Ford', 'Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp']","['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp']",7.7,88,25548,
Train to Busan,2016,118,Action,"['Sang-ho Yeon', 'Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok', 'Su-an Kim']","['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok', 'Su-an Kim']",7.6,73,239218,2.13
Incredibles 2,2018,118,Animation,"['Brad Bird', 'Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner']","['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner']",7.6,80,315062,608.58
From Here to Eternity,1953,118,Drama,"['Fred Zinnemann', 'Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed']","['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed']",7.6,85,49286,30.5
The Commitments,1991,118,Comedy,"['Alan Parker', 'Robert Arkins', 'Michael Aherne', 'Angeline Ball', 'Maria Doyle Kennedy']","['Robert Arkins', 'Michael Aherne', 'Angeline Ball', 'Maria Doyle Kennedy']",7.6,73,37224,14.92
Shane,1953,118,Drama,"['George Stevens', 'Alan Ladd', 'Jean Arthur', 'Van Heflin', 'Brandon De Wilde']","['Alan Ladd', 'Jean Arthur', 'Van Heflin', 'Brandon De Wilde']",7.6,85,42720,20
Murmur of the Heart,1971,118,Comedy,"['Louis Malle', 'Lea Massari', 'Benoît Ferreux', 'Daniel Gélin', 'Michael Lonsdale']","['Lea Massari', 'Benoît Ferreux', 'Daniel Gélin', 'Michael Lonsdale']",7.6,,10520,0.35
In a Better World,2010,118,Drama,"['Susanne Bier', 'Mikael Persbrandt', 'Trine Dyrholm', 'Markus Rygaard', 'Wil Johnson']","['Mikael Persbrandt', 'Trine Dyrholm', 'Markus Rygaard', 'Wil Johnson']",7.6,65,40930,1.01
Indiana Jones and the Temple of Doom,1984,118,Action,"['Steven Spielberg', 'Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']","['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']",7.5,57,519225,179.87
Fear and Loathing in Las Vegas,1998,118,Adventure,"['Terry Gilliam', 'Johnny Depp', 'Benicio Del Toro', 'Tobey Maguire', 'Michael Lee Gogin']","['Johnny Depp', 'Benicio Del Toro', 'Tobey Maguire', 'Michael Lee Gogin']",7.5,41,293855,10.68
Boys Don't Cry,1999,118,Biography,"['Kimberly Peirce', 'Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard', 'Brendan Sexton III']","['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard', 'Brendan Sexton III']",7.5,86,101169,11.53
The Distinguished Citizen,2016,118,Comedy,"['Mariano Cohn', 'Gastón Duprat', 'Oscar Martínez', 'Dady Brieva', 'Andrea Frigerio', 'Nora Navas']","['Gastón Duprat', 'Oscar Martínez', 'Dady Brieva', 'Andrea Frigerio', 'Nora Navas']",7.5,,12882,
Whisper If I Forget,2014,118,Drama,"['Çagan Irmak', 'Farah Zeynep Abdullah', 'Mehmet Günsür', 'Kerem Bürsin', 'Hümeyra']","['Farah Zeynep Abdullah', 'Mehmet Günsür', 'Kerem Bürsin', 'Hümeyra']",7.5,,11817,
"Crazy, Stupid, Love.",2011,118,Comedy,"['Glenn Ficarra', 'John Requa', 'Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone']","['John Requa', 'Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone']",7.4,68,539867,84.35
Tetris,2023,118,Biography,"['Jon S. Baird', 'Taron Egerton', 'Mara Huf', 'Miles Barrow', 'Rick Yune']","['Taron Egerton', 'Mara Huf', 'Miles Barrow', 'Rick Yune']",7.4,61,64347,
Back to the Future Part III,1990,118,Adventure,"['Robert Zemeckis', 'Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Tom Wilson']","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Tom Wilson']",7.4,55,465691,87.73
Frequency,2000,118,Crime,"['Gregory Hoblit', 'Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle', 'Elizabeth Mitchell']","['Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle', 'Elizabeth Mitchell']",7.4,67,112777,45.01
Man on the Moon,1999,118,Biography,"['Milos Forman', 'Jim Carrey', 'Danny DeVito', 'Gerry Becker', 'Greyson Erik Pendry']","['Jim Carrey', 'Danny DeVito', 'Gerry Becker', 'Greyson Erik Pendry']",7.4,58,134639,34.58
The Black Stallion,1979,118,Adventure,"['Carroll Ballard', 'Kelly Reno', 'Mickey Rooney', 'Teri Garr', 'Clarence Muse']","['Kelly Reno', 'Mickey Rooney', 'Teri Garr', 'Clarence Muse']",7.4,84,13567,
Amazing Grace,2006,118,Biography,"['Michael Apted', 'Ioan Gruffudd', 'Albert Finney', 'Michael Gambon', 'Romola Garai']","['Ioan Gruffudd', 'Albert Finney', 'Michael Gambon', 'Romola Garai']",7.4,65,25343,21.21
The Unknown Woman,2006,118,Drama,"['Giuseppe Tornatore', 'Kseniya Rappoport', 'Michele Placido', 'Claudia Gerini', 'Piera Degli Esposti']","['Kseniya Rappoport', 'Michele Placido', 'Claudia Gerini', 'Piera Degli Esposti']",7.4,56,15742,0.02
The Wind Will Carry Us,1999,118,Drama,"['Abbas Kiarostami', 'Behzad Dorani', 'Noghre Asadi', 'Roushan Karam Elmi', 'Bahman Ghobadi']","['Behzad Dorani', 'Noghre Asadi', 'Roushan Karam Elmi', 'Bahman Ghobadi']",7.4,87,11710,0.21
No,2012,118,Drama,"['Pablo Larraín', 'Gael García Bernal', 'Alfredo Castro', 'Antonia Zegers', 'Luis Gnecco']","['Gael García Bernal', 'Alfredo Castro', 'Antonia Zegers', 'Luis Gnecco']",7.4,81,25671,2.34
The Lincoln Lawyer,2011,118,Crime,"['Brad Furman', 'Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy']","['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy']",7.3,63,246635,58.01
Instant Family,2018,118,Comedy,"['Sean Anders', 'Mark Wahlberg', 'Rose Byrne', 'Isabela Merced', 'Gustavo Escobar']","['Mark Wahlberg', 'Rose Byrne', 'Isabela Merced', 'Gustavo Escobar']",7.3,57,113857,67.36
Father Goose,1964,118,Adventure,"['Ralph Nelson', 'Cary Grant', 'Leslie Caron', 'Trevor Howard', 'Jack Good']","['Cary Grant', 'Leslie Caron', 'Trevor Howard', 'Jack Good']",7.3,,11665,12.5
Holy Spider,2022,118,Crime,"['Ali Abbasi', 'Alice Rahimi', 'Diana Al Hussen', 'Soraya Helli', 'Mehdi Bajestani']","['Alice Rahimi', 'Diana Al Hussen', 'Soraya Helli', 'Mehdi Bajestani']",7.3,66,20270,
Paterson,2016,118,Comedy,"['Jim Jarmusch', 'Adam Driver', 'Golshifteh Farahani', 'Nellie', 'Rizwan Manji']","['Adam Driver', 'Golshifteh Farahani', 'Nellie', 'Rizwan Manji']",7.3,90,85932,2.14
What's Love Got to Do with It,1993,118,Biography,"['Brian Gibson', 'Angela Bassett', 'Laurence Fishburne', 'RaéVen Kelly', 'Virginia Capers']","['Angela Bassett', 'Laurence Fishburne', 'RaéVen Kelly', 'Virginia Capers']",7.3,76,23689,39.1
The Captain,2017,118,Drama,"['Robert Schwentke', 'Max Hubacher', 'Alexander Fehling', 'Sebastian Rudolph', 'Max Thommes']","['Max Hubacher', 'Alexander Fehling', 'Sebastian Rudolph', 'Max Thommes']",7.3,67,19713,0.11
Talk to Me,2007,118,Biography,"['Kasi Lemmons', 'Don Cheadle', 'Chiwetel Ejiofor', 'Bruce McFee', 'Mike Epps']","['Don Cheadle', 'Chiwetel Ejiofor', 'Bruce McFee', 'Mike Epps']",7.3,69,10133,4.47
Marshall,2017,118,Biography,"['Reginald Hudlin', 'Chadwick Boseman', 'Josh Gad', 'Kate Hudson', 'Sterling K. Brown']","['Chadwick Boseman', 'Josh Gad', 'Kate Hudson', 'Sterling K. Brown']",7.3,66,25750,10.05
